Order_ID,Order_Date,Store_ID,Store_City,Store_Region,Product_ID,Product_Name,Category,Sub_Category,Customer_ID,Customer_Name,Segment,Salesperson,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Method
ORD088,1/13/2024,ST004,Houston,East,PRD418,Magazine Rack,Furniture,Storage,CUST1088,Poulami G,Home Office,Jessica Davis,1,2800,0,2800,1900,900,Cash
ORD089,1/13/2024,ST005,Houston,South,PRD517,Corn Flakes,Furniture,Breakfast,CUST1089,Vijay K,Consumer,David Wilson,3,280,0,840,600,240,Cash
ORD090,1/13/2024,ST005,Houston,South,PRD518,Oats Pack,Furniture,Health Food,CUST1090,Shanti R,Consumer,David Wilson,4,150,0,600,420,180,Card
ORD091,1/14/2024,ST001,New York,West,PRD119,Zebronics KB,Electronics,Accessories,CUST1091,Nilesh S,Consumer,John Smith,3,900,0,2700,1800,900,Card
ORD092,1/14/2024,ST001,New York,West,PRD120,Portronics Adaptor,Electronics,Accessories,CUST1092,Sonali D,Consumer,John Smith,2,700,0,1400,900,500,Online
ORD093,1/14/2024,ST002,Los Angeles,North,PRD219,Tommy Hilfiger Perfume,Clothing,Fragrance,CUST1093,Ritika B,Corporate,Emily Johnson,1,7500,5,7125,5000,2125,Card
ORD094,1/14/2024,ST002,Los Angeles,North,PRD220,Skechers Sandals,Clothing,Footwear,CUST1094,Mohit C,Consumer,Emily Johnson,1,3800,0,3800,2600,1200,Cash
ORD095,1/14/2024,ST003,Chicago,South,PRD319,HP Pavilion,Electronics,Computers,CUST1095,Sridhar R,Corporate,Michael Brown,1,62000,8,57040,48000,9040,Card
ORD096,1/14/2024,ST003,Chicago,South,PRD320,Canon Printer,Electronics,Peripherals,CUST1096,Jayalakshmi N,Home Office,Michael Brown,1,9500,0,9500,7000,2500,Online
ORD097,1/14/2024,ST004,Houston,East,PRD419,Study Chair,Furniture,Chairs,CUST1097,Arnab D,Consumer,Jessica Davis,1,5500,0,5500,3800,1700,Card
ORD098,1/14/2024,ST004,Houston,East,PRD420,Wall Shelf,Furniture,Storage,CUST1098,Chaitali B,Consumer,Jessica Davis,2,3200,5,6080,4300,1780,Cash
ORD099,1/14/2024,ST005,Houston,South,PRD519,Ketchup Bottle,Furniture,Condiments,CUST1099,Parthiban M,Consumer,David Wilson,3,95,0,285,190,95,Cash
ORD100,1/14/2024,ST005,Houston,South,PRD520,Jam Pack,Furniture,Breakfast,CUST1100,Jayanthi S,Consumer,David Wilson,4,120,0,480,320,160,Card
ORD101,1/15/2024,ST001,New York,West,PRD121,Samsung Galaxy S24,Electronics,Smartphones,CUST1101,Mahesh Shetty,Consumer,John Smith,1,85000,5,80750,68000,12750,Card
ORD102,1/15/2024,ST001,New York,West,PRD122,Sony Wireless Earbuds,Electronics,Audio,CUST1102,Pallavi Kulkarni,Consumer,John Smith,2,8500,0,17000,12000,5000,Online
ORD103,1/15/2024,ST002,Los Angeles,North,PRD221,Louis Philippe Shirt,Clothing,Formal Wear,CUST1103,Dhruv Khanna,Corporate,Emily Johnson,3,3200,8,8832,6500,2332,Card
ORD104,1/15/2024,ST002,Los Angeles,North,PRD222,Van Heusen Trouser,Clothing,Formal Wear,CUST1104,Simran Kaur,Consumer,Emily Johnson,2,3500,5,6650,4800,1850,Cash
ORD105,1/15/2024,ST003,Chicago,South,PRD321,Dell XPS Laptop,Electronics,Computers,CUST1105,Srinivas Murthy,Corporate,Michael Brown,1,145000,10,130500,110000,20500,Card
ORD106,1/15/2024,ST003,Chicago,South,PRD322,Logitech Webcam,Electronics,Peripherals,CUST1106,Nandini Prasad,Home Office,Michael Brown,2,5500,0,11000,8000,3000,Online
ORD107,1/15/2024,ST004,Houston,East,PRD421,Office Cabinet,Furniture,Storage,CUST1107,Pratik Chatterjee,Corporate,Jessica Davis,2,18500,8,34040,26000,8040,Card
ORD108,1/15/2024,ST004,Houston,East,PRD422,Reception Desk,Furniture,Desks,CUST1108,Riya Sen,Corporate,Jessica Davis,1,22000,5,20900,16000,4900,Cash
ORD109,1/15/2024,ST005,Houston,South,PRD521,Cashew Nuts,Furniture,Dry Fruits,CUST1109,Senthil Kumar,Consumer,David Wilson,2,850,0,1700,1200,500,Cash
ORD110,1/15/2024,ST005,Houston,South,PRD522,Almonds,Furniture,Dry Fruits,CUST1110,Hemalatha R,Consumer,David Wilson,3,950,0,2850,2000,850,Card
ORD111,1/15/2024,ST006,Houston,West,PRD601,Reebok Shoes,Clothing,Footwear,CUST1111,Amruta Joshi,Consumer,Daniel Miller,2,4500,10,8100,6000,2100,Card
ORD112,1/15/2024,ST006,Houston,West,PRD602,Campus Socks,Clothing,Accessories,CUST1112,Shubham Pawar,Consumer,Daniel Miller,5,250,0,1250,800,450,Cash
ORD113,1/16/2024,ST001,New York,West,PRD123,Redmi Note 13,Electronics,Smartphones,CUST1113,Sneha Korgaonkar,Consumer,John Smith,2,22000,0,44000,34000,10000,Card
ORD114,1/16/2024,ST001,New York,West,PRD124,Samsung Refrigerator,Electronics,Appliances,CUST1114,Dattatray Pawar,Consumer,John Smith,1,32000,8,29440,24000,5440,Online
ORD115,1/16/2024,ST002,Los Angeles,North,PRD223,Allen Solly Jacket,Clothing,Winter Wear,CUST1115,Kavya Sharma,Consumer,Emily Johnson,1,4200,5,3990,3000,990,Card
ORD116,1/16/2024,ST002,Los Angeles,North,PRD224,Pepe Jeans,Clothing,Men's Wear,CUST1116,Arvind Singh,Consumer,Emily Johnson,2,3800,0,7600,5500,2100,Cash
ORD117,1/16/2024,ST003,Chicago,South,PRD323,MSI Gaming Laptop,Electronics,Computers,CUST1117,Karthik Subramanian,Consumer,Michael Brown,1,115000,5,109250,90000,19250,Card
ORD118,1/16/2024,ST003,Chicago,South,PRD324,Razer Mouse,Electronics,Accessories,CUST1118,Akhil Joseph,Consumer,Michael Brown,2,6500,0,13000,9500,3500,Online
ORD119,1/16/2024,ST004,Houston,East,PRD423,Bean Bag,Furniture,Seating,CUST1119,Srijani Mukherjee,Consumer,Jessica Davis,3,3500,10,9450,7000,2450,Card
ORD120,1/16/2024,ST004,Houston,East,PRD424,Floor Lamp,Furniture,Lighting,CUST1120,Ayan Banerjee,Home Office,Jessica Davis,2,2800,0,5600,4000,1600,Cash
ORD121,1/16/2024,ST005,Houston,South,PRD523,Pomegranate,Furniture,Fruits,CUST1121,Vijayalakshmi S,Consumer,David Wilson,3,180,0,540,350,190,Cash
ORD122,1/16/2024,ST005,Houston,South,PRD524,Apple Fruit,Furniture,Fruits,CUST1122,Selvam R,Consumer,David Wilson,5,200,0,1000,700,300,Card
ORD123,1/16/2024,ST006,Houston,West,PRD603,Fastrack Bag,Clothing,Accessories,CUST1123,Madhuri Deshpande,Consumer,Daniel Miller,2,1800,5,3420,2400,1020,Card
ORD124,1/16/2024,ST006,Houston,West,PRD604,Fossil Watch,Clothing,Accessories,CUST1124,Nikhil More,Corporate,Daniel Miller,1,8500,8,7820,6000,1820,Online
ORD125,1/17/2024,ST001,New York,West,PRD125,LG Washing Machine,Electronics,Appliances,CUST1125,Chandrakant Mhatre,Consumer,John Smith,1,38000,10,34200,28000,6200,Card
ORD126,1/17/2024,ST001,New York,West,PRD126,Bajaj Fan,Electronics,Appliances,CUST1126,Sujata Patil,Consumer,John Smith,3,2800,0,8400,6000,2400,Cash
ORD127,1/17/2024,ST002,Los Angeles,North,PRD225,Puma Cap,Clothing,Accessories,CUST1127,Yuvraj Singh,Consumer,Emily Johnson,4,800,0,3200,2100,1100,Cash
ORD128,1/17/2024,ST002,Los Angeles,North,PRD226,Adidas Backpack,Clothing,Bags,CUST1128,Tanya Sachdeva,Consumer,Emily Johnson,2,2800,5,5320,3800,1520,Card
ORD129,1/17/2024,ST003,Chicago,South,PRD325,Sony PlayStation 5,Electronics,Gaming,CUST1129,Varun Krishna,Consumer,Michael Brown,1,55000,5,52250,43000,9250,Card
ORD130,1/17/2024,ST003,Chicago,South,PRD326,Xbox Controller,Electronics,Gaming,CUST1130,Harsha Vardhan,Consumer,Michael Brown,2,4500,0,9000,6500,2500,Online
ORD131,1/17/2024,ST004,Houston,East,PRD425,Executive Chair,Furniture,Chairs,CUST1131,Anirban Ghosh,Corporate,Jessica Davis,3,12000,8,33120,25000,8120,Card
ORD132,1/17/2024,ST004,Houston,East,PRD426,Meeting Table,Furniture,Tables,CUST1132,Suchandra Roy,Corporate,Jessica Davis,1,25000,10,22500,18000,4500,Online
ORD133,1/17/2024,ST005,Houston,South,PRD525,Potato,Furniture,Vegetables,CUST1133,Eswaran P,Consumer,David Wilson,8,40,0,320,200,120,Cash
ORD134,1/17/2024,ST005,Houston,South,PRD526,Onion,Furniture,Vegetables,CUST1134,Jayashree K,Consumer,David Wilson,5,50,0,250,160,90,Cash
ORD135,1/17/2024,ST006,Houston,West,PRD605,Nivia Football,Sports,Equipment,CUST1135,Sagar Jadhav,Consumer,Daniel Miller,2,1200,0,2400,1600,800,Card
ORD136,1/17/2024,ST006,Houston,West,PRD606,Yonex Badminton Racket,Sports,Equipment,CUST1136,Prajakta Shinde,Consumer,Daniel Miller,1,3500,5,3325,2400,925,Online
ORD137,1/18/2024,ST001,New York,West,PRD127,Panasonic Microwave,Electronics,Appliances,CUST1137,Vishwas Gaitonde,Consumer,John Smith,1,9500,8,8740,7000,1740,Card
ORD138,1/18/2024,ST001,New York,West,PRD128,Prestige Cooker,Electronics,Appliances,CUST1138,Asha Gawade,Consumer,John Smith,2,3200,0,6400,4500,1900,Cash
ORD139,1/18/2024,ST002,Los Angeles,North,PRD227,Wrangler Shorts,Clothing,Casual Wear,CUST1139,Manish Gupta,Consumer,Emily Johnson,3,1600,0,4800,3300,1500,Cash
ORD140,1/18/2024,ST002,Los Angeles,North,PRD228,USPA T-Shirt,Clothing,Casual Wear,CUST1140,Naina Agarwal,Consumer,Emily Johnson,4,1500,5,5700,4000,1700,Card
ORD141,1/18/2024,ST003,Chicago,South,PRD327,Samsung 4K TV,Electronics,Televisions,CUST1141,Prakash Rao,Consumer,Michael Brown,1,85000,12,74800,62000,12800,Card
ORD142,1/18/2024,ST003,Chicago,South,PRD328,MI Soundbar,Electronics,Audio,CUST1142,Deepa Nair,Consumer,Michael Brown,1,6500,0,6500,4700,1800,Online
ORD143,1/18/2024,ST004,Houston,East,PRD427,Wardrobe Organizer,Furniture,Storage,CUST1143,Debjani Das,Consumer,Jessica Davis,2,5500,0,11000,8000,3000,Card
ORD144,1/18/2024,ST004,Houston,East,PRD428,Drawer Cabinet,Furniture,Storage,CUST1144,Abhishek Dey,Home Office,Jessica Davis,1,7500,5,7125,5200,1925,Cash
ORD145,1/18/2024,ST005,Houston,South,PRD527,Chicken,Furniture,Meat,CUST1145,Durai Raj,Consumer,David Wilson,3,250,0,750,500,250,Cash
ORD146,1/18/2024,ST005,Houston,South,PRD528,Fish,Furniture,Meat,CUST1146,Meera Krishnan,Consumer,David Wilson,2,300,0,600,400,200,Card
ORD147,1/18/2024,ST006,Houston,West,PRD607,SG Cricket Bat,Sports,Equipment,CUST1147,Ajinkya Salvi,Consumer,Daniel Miller,1,5500,8,5060,4000,1060,Card
ORD148,1/18/2024,ST006,Houston,West,PRD608,Cosco Basketball,Sports,Equipment,CUST1148,Shreyas Bapat,Consumer,Daniel Miller,1,1800,0,1800,1200,600,Online
ORD149,1/19/2024,ST001,New York,West,PRD129,IFB Dishwasher,Electronics,Appliances,CUST1149,Vinayak Kulkarni,Corporate,John Smith,1,42000,8,38640,31000,7640,Card
ORD150,1/19/2024,ST001,New York,West,PRD130,Kent RO Purifier,Electronics,Appliances,CUST1150,Shilpa Keni,Consumer,John Smith,1,18000,5,17100,13500,3600,Online
ORD151,1/19/2024,ST002,Los Angeles,North,PRD229,Fabindia Stole,Clothing,Accessories,CUST1151,Seema Kohli,Consumer,Emily Johnson,2,2200,0,4400,3100,1300,Card
